Bedrooms,Bathrooms,Floor Area,Land Area,price_per_sqm,total_rooms,floor_land_ratio,distance_to_makati_cbd,distance_to_bgc,distance_to_ortigas,distance_to_quezon_city,distance_to_alabang,distance_to_antipolo,Price
4.0,2.0,80.0,100.0,71150.0,6.0,0.8,63.746470146608466,62.82915284078071,66.43268276868646,76.51285368481581,48.697697240802626,69.88036990043263,5692000.0
4.0,3.0,350.0,496.0,100000.0,7.0,0.7056451612903226,13.061756137730503,12.982140238537141,9.02612249707482,1.649797459267155,27.853017487699447,8.698646688025924,35000000.0
3.0,2.0,75.0,112.0,69797.21333333333,5.0,0.6696428571428571,17.359318424080588,18.721722438847475,22.60195314233051,30.125158209555142,11.843848695123683,30.350442996094046,5234791.0
2.0,4.0,112.0,120.0,49107.142857142855,6.0,0.9333333333333333,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,5500000.0
3.0,3.0,120.0,108.0,70833.33333333333,6.0,1.1111111111111112,46.85442186409353,46.97891703034363,51.12312092178595,60.501048450999726,32.33054188467291,57.115643438803005,8500000.0
4.0,3.0,83.0,121.0,97783.13253012048,7.0,0.6859504132231405,167.91959379949282,169.0047655885209,165.68131185415862,155.6946698097665,182.92720146822288,163.92861498144865,8116000.0
5.0,4.0,300.0,321.0,95000.0,9.0,0.9345794392523364,47.117334627998254,45.739277354179194,48.89905341127156,58.87441186674408,33.20300930793289,51.24136854674685,28500000.0
2.0,1.0,40.0,60.5,46500.0,3.0,0.6611570247933884,35.96638652996313,37.24024439051297,41.189461193810224,48.51779069781585,26.524333940548136,48.82909894090555,1860000.0
3.0,2.0,100.0,79.0,63000.0,5.0,1.2658227848101267,12.835529194723112,13.789830777868719,17.849363429332467,26.23489476336826,7.655493319262396,25.3215521415662,6300000.0
2.0,1.0,40.32,50.4,60768.84920634921,3.0,0.8,854.1180917590466,853.4090127690164,857.117518478641,867.1862895168578,838.8700778378458,860.471876099173,2450200.0
3.0,2.0,77.25,120.0,53540.45307443366,5.0,0.64375,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,4136000.0
3.0,3.0,379.0,308.0,17655.725593667546,6.0,1.2305194805194806,91.33347832957904,89.32660178094979,91.35065572539071,100.22572531747919,79.885811812493,90.54303163417562,6691520.0
5.0,5.0,220.0,345.0,72727.27272727272,10.0,0.6376811594202898,966.4546362816379,964.832396645843,967.4947009890556,976.9611234207255,952.7050712250779,967.7108798155169,16000000.0
3.0,3.0,99.75,153.0,88220.55137844612,6.0,0.6519607843137255,627.2643711103343,625.6978623372305,628.4522546451427,638.020187637461,613.3512241604853,628.9271099896096,8800000.0
1.0,3.0,67.62,88.0,37420.85181898846,4.0,0.7684090909090909,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,2530398.0
2.0,1.0,60.0,185.0,258333.33333333334,3.0,0.32432432432432434,17.979603279675572,18.855147322856368,22.95279884098875,31.35222658099776,8.895215709903239,30.289835742853622,15500000.0
4.0,4.0,150.0,58.7,65666.66666666667,8.0,2.555366269165247,14.164845896190101,14.596377668443738,11.004684382870003,1.3982643051771957,29.33653118544138,11.741912945645097,9850000.0
2.0,1.0,36.0,205.0,205777.77777777778,3.0,0.17560975609756097,1.7770232569930737,2.6733197041621697,6.474000514712566,15.350095002157254,13.488925776389165,14.245311616024498,7408000.0
2.0,2.0,53.0,246.0,159132.0754716981,4.0,0.21544715447154472,167.91959379949282,169.0047655885209,165.68131185415862,155.6946698097665,182.92720146822288,163.92861498144865,8434000.0
2.0,1.0,46.0,60.0,106608.69565217392,3.0,0.7666666666666667,101.71210787625888,102.22761467423678,98.42107279468547,88.38925006861031,116.95980849516016,95.0484802296521,4904000.0
